LShoulderPitch,LShoulderRoll,LElbowYaw,LElbowRoll,RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll,LWristYaw,RWristYaw,HeadPitch,HeadYaw,LHand,RHand
1.4425839185714722,0.22445663809776306,-1.2022771835327148,-0.4172717034816742,1.4425842761993408,-0.2244565635919571,1.2022771835327148,0.41727155447006226,0.09999999403953552,0.09999997913837433,-0.17000003159046173,0.0,0.30000001192092896,0.30000001192092896
1.4429267644882202,0.22448357939720154,-1.201460838317871,-0.4172843098640442,1.438442349433899,-0.22484661638736725,1.1945455074310303,0.4284243881702423,0.08827122300863266,0.11734312772750854,-0.1645636260509491,0.0011162727605551481,0.3175884187221527,0.3033795952796936
1.444441795349121,0.2246248871088028,-1.1981319189071655,-0.4172845184803009,1.404488444328308,-0.22447605431079865,1.1770914793014526,0.45513659715652466,0.06126377731561661,0.1572786271572113,-0.1556733250617981,0.0029417446348816156,0.34635111689567566,0.30904486775398254
1.4476295709609985,0.22501800954341888,-1.1871576309204102,-0.41706517338752747,1.3491687774658203,-0.2211907058954239,1.1506346464157104,0.5029138326644897,0.016666628420352936,0.2232237458229065,-0.14343751966953278,0.005454154219478369,0.38593751192092896,0.31705591082572937
1.4558974504470825,0.22639183700084686,-1.1760038137435913,-0.4166465997695923,1.2702710628509521,-0.215065136551857,1.1149755716323853,0.5709066390991211,-0.04420548677444458,0.3132344186306,-0.12859970331192017,0.008500847034156322,0.4339422583580017,0.32708361744880676
1.4636335372924805,0.227990061044693,-1.1622920036315918,-0.4159381687641144,1.136824131011963,-0.20196619629859924,1.0787349939346313,0.6712793111801147,-0.11870168149471283,0.42339080572128296,-0.11190326511859894,0.011929172091186047,0.4879601001739502,0.3387988805770874
1.4728974103927612,0.23020994663238525,-1.1466251611709595,-0.414902925491333,0.9789139628410339,-0.1930570900440216,1.041223168373108,0.7801260948181152,-0.20349372923374176,0.5487715005874634,-0.09409168362617493,0.01558647584170103,0.5455858111381531,0.3588157892227173
1.4833834171295166,0.2330724149942398,-1.1296734809875488,-0.413521409034729,0.8176496624946594,-0.1868312507867813,0.976112425327301,0.9535395503044128,-0.3419046401977539,0.7534376382827759,-0.06690964102745056,0.02116784267127514,0.6335277557373047,0.373309850692749
1.5006248950958252,0.23853102326393127,-1.1033769845962524,-0.4107942581176758,0.5757951736450195,-0.18484747409820557,0.9307913780212402,1.0702989101409912,-0.43601712584495544,0.8926002979278564,-0.04956268519163132,0.024729739874601364,0.6896501779556274,0.3883393406867981
1.5125632286071777,0.24287085235118866,-1.086310625076294,-0.40856170654296875,0.42179006338119507,-0.18364715576171875,0.886648416519165,1.1827939748764038,-0.5269887447357178,1.0271185636520386,-0.03370263800024986,0.027986327186226845,0.7409620881080627,0.4035753011703491
